Timestamp,IP Address,MAC Address,User-Agent,Username,Input Data,Attack Type,Outcome
2025-03-03 19:22:56,192.168.1.137,00:59:17:42:53:26,Safari/537.36 (Windows NT 10.0; Win64; x64),unknown,' OR '1'='1,SQL Injection,Blocked
2025-02-14 03:39:50,192.168.1.12,00:2C:3D:4E:5F:60,Edge/116.0.1938.81 (Windows NT 10.0; Win64; x64),snehapatil,Sneha$Patil@456,Genuine,Success
2025-03-08 06:12:07,192.168.1.12,00:2C:3D:4E:5F:60,Brave/92.0.4515.159 (Windows NT 10.0; Win64; x64),hitksh,Hit@1825!,Genuine,Success
2025-03-14 02:04:16,192.168.1.13,00:3D:4E:5F:6A:7B,Brave/92.0.4515.159 (Windows NT 10.0; Win64; x64),priyaverma,Priya#Secure789,Genuine,Success
2025-03-01 04:33:16,192.168.1.12,00:2C:3D:4E:5F:60,Edge/116.0.1938.81 (Windows NT 10.0; Win64; x64),priyaverma,Priya#Secure789,Genuine,Success
2025-02-01 12:03:00,192.168.1.13,00:3D:4E:5F:6A:7B,Safari/537.36 (Macintosh; Intel Mac OS X 11_2_3),hitksh,Hit@1825!,Genuine,Success
2025-02-25 04:23:44,192.168.1.177,00:55:24:91:42:75,Safari/537.36 (Windows NT 10.0; Win64; x64),unknown,password,Credential Stuffing,Blocked
2025-01-24 12:57:40,192.168.1.207,00:73:39:90:32:45,Brave/95.0.4638.69 (Macintosh; Intel Mac OS X 10_15_7),unknown,hacker@123,Keylogger Detected,Blocked
2025-01-21 06:30:16,192.168.1.156,00:58:58:46:95:51,Chromium/91.0.4472.114 (X11; Linux x86_64),unknown,password,Credential Stuffing,Blocked
2025-01-20 14:25:43,192.168.1.143,00:67:25:33:52:52,Safari/537.36 (Windows NT 10.0; Win64; x64),unknown,hacker@123,Keylogger Detected,Blocked
2025-02-07 14:48:15,192.168.1.12,00:2C:3D:4E:5F:60,Safari/537.36 (Macintosh; Intel Mac OS X 11_2_3),priyaverma,Priya#Secure789,Genuine,Success
2025-02-09 02:38:54,192.168.1.12,00:2C:3D:4E:5F:60,Brave/92.0.4515.159 (Windows NT 10.0; Win64; x64),hitksh,Hit@1825!,Genuine,Success
2025-02-10 23:22:31,192.168.1.65,00:50:33:70:79:98,Safari/537.36 (Windows NT 10.0; Win64; x64),unknown,hacker@123,Keylogger Detected,Blocked
2025-03-20 14:04:32,192.168.1.12,00:2C:3D:4E:5F:60,Edge/116.0.1938.81 (Windows NT 10.0; Win64; x64),rahulnair,Rahul@Nair#2024,Genuine,Success
2025-02-15 12:12:04,192.168.1.11,00:1B:3C:4D:5E:6F,Edge/116.0.1938.81 (Windows NT 10.0; Win64; x64),snehapatil,Sneha$Patil@456,Genuine,Success
2025-03-20 15:21:38,192.168.1.131,00:67:29:23:95:28,Chromium/91.0.4472.114 (X11; Linux x86_64),unknown,hacker@123,Keylogger Detected,Blocked
2025-02-01 21:50:36,192.168.1.14,00:4E:5F:6A:7B:8C,Edge/116.0.1938.81 (Windows NT 10.0; Win64; x64),rahulnair,Rahul@Nair#2024,Genuine,Success
2025-01-25 16:48:22,2401:4900:1cb2:9d6:5165:c012:cf2a:400e,40-C2-BA-7B-9D-88,Brave/92.0.4515.159 (Windows NT 10.0; Win64; x64),priyaverma,Priya#Secure789,Genuine,Success
2025-02-01 16:05:19,192.168.1.12,00:2C:3D:4E:5F:60,Safari/537.36 (Macintosh; Intel Mac OS X 11_2_3),priyaverma,Priya#Secure789,Genuine,Success
2025-03-20 11:50:23,192.168.1.178,00:94:34:59:51:18,Safari/537.36 (Windows NT 10.0; Win64; x64),unknown,admin123,Brute Force,Blocked
2025-02-19 11:11:05,192.168.1.58,00:54:27:51:25:30,Chromium/91.0.4472.114 (X11; Linux x86_64),unknown,' OR '1'='1,SQL Injection,Blocked
2025-01-29 10:02:09,192.168.1.208,00:54:18:91:16:63,Chromium/91.0.4472.114 (X11; Linux x86_64),unknown,' OR '1'='1,SQL Injection,Blocked
2025-02-01 09:47:57,192.168.1.235,00:95:89:11:86:70,Safari/537.36 (Windows NT 10.0; Win64; x64),unknown,admin123,Brute Force,Blocked
2025-01-23 00:14:27,192.168.1.11,00:1B:3C:4D:5E:6F,Chrome/91.0.4472.102 (X11; CrOS x86_64 13020.82.0),priyaverma,Priya#Secure789,Genuine,Success
2025-03-20 11:16:48,192.168.1.13,00:3D:4E:5F:6A:7B,Chrome/110.0.5481.177 (Windows NT 10.0; Win64; x64),hitksh,Hit@1825!,Genuine,Success
2025-01-23 13:58:29,192.168.1.38,00:33:52:33:29:66,Safari/537.36 (Windows NT 10.0; Win64; x64),unknown,session_token_hijack,Session Hijacking,Blocked
2025-02-05 17:40:41,192.168.1.14,00:4E:5F:6A:7B:8C,Chrome/110.0.5481.177 (Windows NT 10.0; Win64; x64),hitksh,Hit@1825!,Genuine,Success
2025-02-09 22:52:33,192.168.1.153,00:65:95:50:56:35,Chrome/94.0.4606.81 (X11; Ubuntu; Linux x86_64),unknown,session_token_hijack,Session Hijacking,Blocked
2025-03-18 01:15:22,192.168.1.11,00:1B:3C:4D:5E:6F,Edge/116.0.1938.81 (Windows NT 10.0; Win64; x64),rahulnair,Rahul@Nair#2024,Genuine,Success
2025-02-04 10:51:28,192.168.1.20,00:22:43:82:79:13,Brave/95.0.4638.69 (Macintosh; Intel Mac OS X 10_15_7),unknown,' OR '1'='1,SQL Injection,Blocked
2025-03-18 17:43:31,192.168.1.81,00:46:14:34:64:46,Safari/537.36 (Windows NT 10.0; Win64; x64),unknown,password,Credential Stuffing,Blocked
2025-02-10 01:17:37,192.168.1.14,00:4E:5F:6A:7B:8C,Chrome/91.0.4472.102 (X11; CrOS x86_64 13020.82.0),snehapatil,Sneha$Patil@456,Genuine,Success
2025-02-25 23:41:14,192.168.1.14,00:4E:5F:6A:7B:8C,Edge/116.0.1938.81 (Windows NT 10.0; Win64; x64),hitksh,Hit@1825!,Genuine,Success
2025-03-15 09:57:29,192.168.1.205,00:89:92:72:26:95,Brave/95.0.4638.69 (Macintosh; Intel Mac OS X 10_15_7),unknown,password,Credential Stuffing,Blocked
2025-03-18 11:55:03,192.168.1.13,00:3D:4E:5F:6A:7B,Edge/116.0.1938.81 (Windows NT 10.0; Win64; x64),snehapatil,Sneha$Patil@456,Genuine,Success
2025-01-30 07:48:44,192.168.1.13,00:3D:4E:5F:6A:7B,Edge/116.0.1938.81 (Windows NT 10.0; Win64; x64),snehapatil,Sneha$Patil@456,Genuine,Success
2025-03-10 13:12:01,192.168.1.201,00:50:35:80:79:16,Chrome/94.0.4606.81 (X11; Ubuntu; Linux x86_64),unknown,' OR '1'='1,SQL Injection,Blocked
2025-02-09 13:58:42,192.168.1.56,00:79:55:41:30:65,Chromium/91.0.4472.114 (X11; Linux x86_64),unknown,password,Credential Stuffing,Blocked
2025-03-11 13:45:13,192.168.1.11,00:1B:3C:4D:5E:6F,Brave/92.0.4515.159 (Windows NT 10.0; Win64; x64),rahulnair,Rahul@Nair#2024,Genuine,Success
2025-01-30 02:22:38,2401:4900:1cb2:9d6:5165:c012:cf2a:400e,40-C2-BA-7B-9D-88,Chrome/110.0.5481.177 (Windows NT 10.0; Win64; x64),rahulnair,Rahul@Nair#2024,Genuine,Success
2025-01-31 08:41:16,192.168.1.43,00:35:73:96:67:23,Chrome/94.0.4606.81 (X11; Ubuntu; Linux x86_64),unknown,hacker@123,Keylogger Detected,Blocked
2025-02-27 03:31:07,192.168.1.151,00:45:63:12:11:50,Brave/95.0.4638.69 (Macintosh; Intel Mac OS X 10_15_7),unknown,' OR '1'='1,SQL Injection,Blocked
2025-02-07 07:26:50,192.168.1.14,00:4E:5F:6A:7B:8C,Safari/537.36 (Macintosh; Intel Mac OS X 11_2_3),amitsharma,Amit!Sharma#999,Genuine,Success
2025-03-08 06:47:53,192.168.1.12,00:2C:3D:4E:5F:60,Brave/92.0.4515.159 (Windows NT 10.0; Win64; x64),snehapatil,Sneha$Patil@456,Genuine,Success
2025-02-18 19:01:57,192.168.1.56,00:14:42:17:81:64,Safari/537.36 (Windows NT 10.0; Win64; x64),unknown,session_token_hijack,Session Hijacking,Blocked
2025-03-08 02:22:54,192.168.1.42,00:17:61:20:63:30,Chrome/94.0.4606.81 (X11; Ubuntu; Linux x86_64),unknown,hacker@123,Keylogger Detected,Blocked
2025-01-22 23:02:57,192.168.1.55,00:71:87:52:86:76,Brave/95.0.4638.69 (Macintosh; Intel Mac OS X 10_15_7),unknown,hacker@123,Keylogger Detected,Blocked
2025-02-05 14:19:27,192.168.1.223,00:62:18:34:11:27,Chrome/94.0.4606.81 (X11; Ubuntu; Linux x86_64),unknown,password,Credential Stuffing,Blocked
2025-02-16 05:38:13,192.168.1.121,00:18:74:56:12:67,Chrome/94.0.4606.81 (X11; Ubuntu; Linux x86_64),unknown,session_token_hijack,Session Hijacking,Blocked
2025-03-09 09:43:33,2401:4900:1cb2:9d6:5165:c012:cf2a:400e,40-C2-BA-7B-9D-88,Edge/116.0.1938.81 (Windows NT 10.0; Win64; x64),rahulnair,Rahul@Nair#2024,Genuine,Success
2025-03-20 06:58:13,192.168.1.11,00:1B:3C:4D:5E:6F,Chrome/91.0.4472.102 (X11; CrOS x86_64 13020.82.0),hitksh,Hit@1825!,Genuine,Success
2025-02-24 10:37:14,192.168.1.246,00:60:82:98:79:45,Brave/95.0.4638.69 (Macintosh; Intel Mac OS X 10_15_7),unknown,hacker@123,Keylogger Detected,Blocked
2025-02-09 21:43:59,2401:4900:1cb2:9d6:5165:c012:cf2a:400e,40-C2-BA-7B-9D-88,Brave/92.0.4515.159 (Windows NT 10.0; Win64; x64),priyaverma,Priya#Secure789,Genuine,Success
2025-02-17 23:48:59,192.168.1.164,00:33:48:89:35:64,Chrome/94.0.4606.81 (X11; Ubuntu; Linux x86_64),unknown,hacker@123,Keylogger Detected,Blocked
2025-02-24 19:29:46,192.168.1.11,00:1B:3C:4D:5E:6F,Chrome/110.0.5481.177 (Windows NT 10.0; Win64; x64),hitksh,Hit@1825!,Genuine,Success
2025-03-07 19:21:38,192.168.1.177,00:37:63:13:43:26,Chrome/94.0.4606.81 (X11; Ubuntu; Linux x86_64),unknown,hacker@123,Keylogger Detected,Blocked
2025-02-20 00:56:48,192.168.1.149,00:35:54:15:44:71,Safari/537.36 (Windows NT 10.0; Win64; x64),unknown,hacker@123,Keylogger Detected,Blocked
2025-03-02 05:11:52,192.168.1.235,00:38:85:12:95:69,Safari/537.36 (Windows NT 10.0; Win64; x64),unknown,session_token_hijack,Session Hijacking,Blocked
2025-02-16 18:17:13,2401:4900:1cb2:9d6:5165:c012:cf2a:400e,40-C2-BA-7B-9D-88,Safari/537.36 (Macintosh; Intel Mac OS X 11_2_3),priyaverma,Priya#Secure789,Genuine,Success
2025-02-10 19:01:07,192.168.1.40,00:63:77:62:17:24,Edge/91.0.864.64 (Windows NT 6.1; Win64; x64),unknown,' OR '1'='1,SQL Injection,Blocked
2025-02-10 05:59:17,192.168.1.204,00:79:17:20:50:14,Chromium/91.0.4472.114 (X11; Linux x86_64),unknown,password,Credential Stuffing,Blocked
2025-03-02 21:39:43,192.168.1.85,00:66:83:68:39:36,Safari/537.36 (Windows NT 10.0; Win64; x64),unknown,' OR '1'='1,SQL Injection,Blocked
2025-03-17 01:49:44,192.168.1.240,00:17:82:64:12:79,Chromium/91.0.4472.114 (X11; Linux x86_64),unknown,session_token_hijack,Session Hijacking,Blocked
2025-03-07 05:55:47,192.168.1.51,00:61:22:60:24:92,Chromium/91.0.4472.114 (X11; Linux x86_64),unknown,' OR '1'='1,SQL Injection,Blocked
2025-03-18 00:19:50,192.168.1.14,00:4E:5F:6A:7B:8C,Brave/92.0.4515.159 (Windows NT 10.0; Win64; x64),snehapatil,Sneha$Patil@456,Genuine,Success
2025-01-24 04:41:43,192.168.1.11,00:1B:3C:4D:5E:6F,Chrome/110.0.5481.177 (Windows NT 10.0; Win64; x64),priyaverma,Priya#Secure789,Genuine,Success
2025-01-23 02:33:38,192.168.1.206,00:71:94:31:34:96,Safari/537.36 (Windows NT 10.0; Win64; x64),unknown,hacker@123,Keylogger Detected,Blocked
2025-02-17 18:29:14,2401:4900:1cb2:9d6:5165:c012:cf2a:400e,40-C2-BA-7B-9D-88,Edge/116.0.1938.81 (Windows NT 10.0; Win64; x64),priyaverma,Priya#Secure789,Genuine,Success
2025-01-30 11:34:19,192.168.1.31,00:85:63:91:34:49,Chrome/94.0.4606.81 (X11; Ubuntu; Linux x86_64),unknown,hacker@123,Keylogger Detected,Blocked
2025-03-09 17:19:47,192.168.1.12,00:2C:3D:4E:5F:60,Chrome/110.0.5481.177 (Windows NT 10.0; Win64; x64),hitksh,Hit@1825!,Genuine,Success
2025-02-08 03:19:56,192.168.1.128,00:47:24:76:71:44,Edge/91.0.864.64 (Windows NT 6.1; Win64; x64),unknown,admin123,Brute Force,Blocked
2025-02-28 08:04:15,192.168.1.35,00:71:68:98:67:75,Chromium/91.0.4472.114 (X11; Linux x86_64),unknown,admin123,Brute Force,Blocked
2025-02-08 14:35:31,192.168.1.150,00:43:13:57:43:25,Edge/91.0.864.64 (Windows NT 6.1; Win64; x64),unknown,password,Credential Stuffing,Blocked
2025-01-22 09:45:17,2401:4900:1cb2:9d6:5165:c012:cf2a:400e,40-C2-BA-7B-9D-88,Chrome/91.0.4472.102 (X11; CrOS x86_64 13020.82.0),amitsharma,Amit!Sharma#999,Genuine,Success
2025-03-12 13:57:39,192.168.1.199,00:90:40:38:12:39,Chrome/94.0.4606.81 (X11; Ubuntu; Linux x86_64),unknown,admin123,Brute Force,Blocked
2025-02-13 05:20:44,2401:4900:1cb2:9d6:5165:c012:cf2a:400e,40-C2-BA-7B-9D-88,Chrome/110.0.5481.177 (Windows NT 10.0; Win64; x64),amitsharma,Amit!Sharma#999,Genuine,Success
2025-01-28 00:22:03,192.168.1.174,00:15:30:35:79:87,Brave/95.0.4638.69 (Macintosh; Intel Mac OS X 10_15_7),unknown,hacker@123,Keylogger Detected,Blocked
2025-03-03 22:17:24,192.168.1.203,00:95:31:12:90:20,Brave/95.0.4638.69 (Macintosh; Intel Mac OS X 10_15_7),unknown,hacker@123,Keylogger Detected,Blocked
2025-01-22 14:11:37,192.168.1.83,00:91:13:54:47:95,Edge/91.0.864.64 (Windows NT 6.1; Win64; x64),unknown,' OR '1'='1,SQL Injection,Blocked
2025-01-21 15:02:48,192.168.1.120,00:15:93:42:64:35,Safari/537.36 (Windows NT 10.0; Win64; x64),unknown,password,Credential Stuffing,Blocked
2025-02-22 01:08:08,192.168.1.149,00:82:55:79:83:68,Brave/95.0.4638.69 (Macintosh; Intel Mac OS X 10_15_7),unknown,session_token_hijack,Session Hijacking,Blocked
2025-03-07 14:01:14,192.168.1.11,00:1B:3C:4D:5E:6F,Chrome/91.0.4472.102 (X11; CrOS x86_64 13020.82.0),hitksh,Hit@1825!,Genuine,Success
2025-02-05 20:43:46,192.168.1.90,00:42:56:14:98:76,Safari/537.36 (Windows NT 10.0; Win64; x64),unknown,admin123,Brute Force,Blocked
2025-01-31 01:22:50,192.168.1.12,00:2C:3D:4E:5F:60,Edge/116.0.1938.81 (Windows NT 10.0; Win64; x64),rahulnair,Rahul@Nair#2024,Genuine,Success
2025-02-09 04:02:58,192.168.1.54,00:92:84:43:93:87,Chrome/94.0.4606.81 (X11; Ubuntu; Linux x86_64),unknown,session_token_hijack,Session Hijacking,Blocked
2025-03-16 10:38:05,192.168.1.186,00:95:22:73:12:62,Edge/91.0.864.64 (Windows NT 6.1; Win64; x64),unknown,' OR '1'='1,SQL Injection,Blocked
2025-02-16 17:59:33,192.168.1.41,00:85:65:51:12:46,Chrome/94.0.4606.81 (X11; Ubuntu; Linux x86_64),unknown,hacker@123,Keylogger Detected,Blocked
2025-02-05 07:46:56,192.168.1.13,00:3D:4E:5F:6A:7B,Safari/537.36 (Macintosh; Intel Mac OS X 11_2_3),priyaverma,Priya#Secure789,Genuine,Success
2025-03-12 19:11:21,192.168.1.30,00:82:16:96:68:30,Chrome/94.0.4606.81 (X11; Ubuntu; Linux x86_64),unknown,admin123,Brute Force,Blocked
2025-02-05 03:27:17,192.168.1.167,00:37:75:34:37:97,Chromium/91.0.4472.114 (X11; Linux x86_64),unknown,admin123,Brute Force,Blocked
2025-01-20 14:11:55,2401:4900:1cb2:9d6:5165:c012:cf2a:400e,40-C2-BA-7B-9D-88,Brave/92.0.4515.159 (Windows NT 10.0; Win64; x64),priyaverma,Priya#Secure789,Genuine,Success
2025-03-05 05:30:18,192.168.1.11,00:1B:3C:4D:5E:6F,Chrome/91.0.4472.102 (X11; CrOS x86_64 13020.82.0),rahulnair,Rahul@Nair#2024,Genuine,Success
